source,statement,description,link
Kathy Barnette,Joe Biden “inherited inflation of 1.7%. Now we're well over 8% and growing.”,"stated on May 12, 2022 in an interview with Fox News' Laura Ingraham:",https://www.politifact.com/factchecks/2022/may/13/kathy-barnette/kathy-barnette-largely-correct-course-inflation-un/
Don Beyer,"“Justices Gorsuch, Kavanaugh, and Barrett assured the Senate Judiciary Committee and the American people that Roe v. Wade was ‘established precedent.’”","stated on May 2, 2022 in a tweet.:",https://www.politifact.com/factchecks/2022/may/05/don-beyer/yes-trump-justices-said-roe-v-wade-was-precedent-c/
Jeffrey Toobin,"“There has never been a leak anything like this” draft of a Supreme Court opinion that would overturn Roe v. Wade. “There’s never been a leak of a vote — much less an actual opinion, much less in a case of this significance.”","stated on May 2, 2022 in an interview on CNN:",https://www.politifact.com/factchecks/2022/may/04/jeffrey-toobin/sometimes-scotus-leaks-happen-leaked-majority-opin/
Facebook posts,“The Red Cross sells your donated blood to hospitals for $150 and then that hospital charges you thousands for a blood transfusion.”,"stated on April 18, 2022 in a Facebook post:",https://www.politifact.com/factchecks/2022/apr/28/facebook-posts/fact-checking-claim-about-red-cross-and-blood-sold/
Claudia Tenney,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”","stated on April 1, 2022 in a press release:",https://www.politifact.com/factchecks/2022/apr/27/claudia-tenney/can-fentanyl-seized-border-kill-every-american-sev/
Mike Gallagher,“Inflation has gone up every month of the Biden presidency and just hit another 40-year high.”,"stated on April 12, 2022 in News release:",https://www.politifact.com/factchecks/2022/apr/22/mike-gallagher/yes-inflation-40-year-high-and-rates-have-been-cli/
Raphael Warnock,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”","stated on April 5, 2022 in a letter to President Joe Biden:",https://www.politifact.com/factchecks/2022/apr/20/raphael-warnock/fact-checking-warnocks-statement-drop-oil-prices-d/
Tony Kurtz,"If Wisconsin Gov. Tony Evers ""had passed his (gas) tax increases ... fuel prices would be at least a dime higher.","stated on April 7, 2022 in Twitter:",https://www.politifact.com/factchecks/2022/apr/19/tony-kurtz/yes-gas-tax-hike-plan-would-have-added-least-dime-/
Dave McCormick,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""","stated on April 4, 2022 in an ad:",https://www.politifact.com/factchecks/2022/apr/15/dave-mccormick/n-pa-senate-run-dr-oz-casts-self-pro-second-amendm/
Greg Abbott,"""As compared to last year, Texas has about 15% more power generation capacity.""","stated on February 3, 2022 in a press conference:",https://www.politifact.com/factchecks/2022/apr/04/greg-abbott/abbott-referred-installed-capacity-grid-not-power-/
Joe Biden,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,"stated on March 14, 2022 in a speech to the National League of Cities:",https://www.politifact.com/factchecks/2022/mar/16/joe-biden/joe-biden-blame-putin-high-gasoline-prices/
Facebook posts,"U.S. imports 1% of its oil from Russia while “Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.”","stated on March 7, 2022 in a Facebook post:",https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/yes-oil-companies-are-reporting-record-breaking-pr/
Joe Biden,"The oil industry has ""9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.""","stated on March 8, 2022 in a speech:",https://www.politifact.com/factchecks/2022/mar/09/joe-biden/fact-checking-bidens-claim-there-are-9000-unused-o/
Sarah Godlewski,"""Here in Wisconsin, prescription drug costs grew at a pace of nearly twice as much as the average Wisconsinite's income from 2015-2019.""","stated on February 18, 2022 in Campaign statement:",https://www.politifact.com/factchecks/2022/mar/08/sarah-godlewski/claim-prescription-drug-costs-have-grown-nearly-tw/
Chuck Grassley,"""During the first 3 months of FY2022 Customs& Border Protection recorded 518k encounters w illegal immigrants at S border That’s up 137% from same point in FY2021.""","stated on February 5, 2022 in a tweet:",https://www.politifact.com/factchecks/2022/mar/03/chuck-grassley/border-encounters-partially-due-covid-19-expulsion/
Iowa House Democrats,"""According to Republican Rep. Jeff Shipley, teachers should not receive a pay raise if they teach American history that Republicans don’t agree with.""","stated on February 10, 2022 in a tweet:",https://www.politifact.com/factchecks/2022/mar/02/iowa-house-democrats/jeff-shipley-says-teachers-should-not-get-raises-i/
Joe Biden,“Millions of hardworking Americans will no longer have to worry about unexpected medical bills.”,"stated on February 10, 2022 in a speech:",https://www.politifact.com/factchecks/2022/mar/01/joe-biden/bidens-blanket-statement-no-more-surprise-billing-/
Wisconsin Senate Republicans,"Gov. Tony Evers has “only gotten one-third of the money meant for COVID relief out the door. He is sitting on $930 million in ARPA funds left unspent. In fact, he still has CARES Act money from two years ago.”","stated on February 2, 2022 in Twitter:",https://www.politifact.com/factchecks/2022/feb/25/wisconsin-senate-republicans/senate-republicans-mostly-right-amount-arpa-cares-/
Melanie D'Arrigo,"“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”","stated on February 6, 2022 in a Tweet:",https://www.politifact.com/factchecks/2022/feb/18/melanie-darrigo/tax-code-offers-write-offs-some-private-plane-purc/
Patrick Gaspard,"""Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.""","stated on February 13, 2022 in remarks on ABC's ""This Week"":",https://www.politifact.com/factchecks/2022/feb/16/patrick-gaspard/us-economic-growth-exceeds-rivals-and-has-contribu/
Glenn Youngkin,Virginia’s economic growth “has stalled at less than 1% per year for eight years.”,"stated on January 17, 2022 in a speech.:",https://www.politifact.com/factchecks/2022/feb/14/glenn-youngkin/has-virginias-economic-growth-stalled-less-1-young/
JB Pritzker,“A larger percentage of Illinoisans have been vaccinated than in any other Midwestern state.”,"stated on February 2, 2022 in the 2022 State of the State address.:",https://www.politifact.com/factchecks/2022/feb/11/jb-pritzker/does-illinois-have-larger-percentage-vaccinations-/
Christine Drazan,“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”,"stated on January 5, 2022 in a Facebook post:",https://www.politifact.com/factchecks/2022/feb/07/christine-drazan/bringing-more-context-light-about-permanent-mandat/
Glenn Youngkin,“Sixty percent of (Virginia's) children don’t meet national proficiency standards…”,"stated on January 17, 2022 in a speech.:",https://www.politifact.com/factchecks/2022/feb/02/glenn-youngkin/are-60-virginia-students-testing-below-us-proficie/
Chuck Todd,“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”,"stated on January 30, 2022 in remarks on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2022/jan/31/chuck-todd/supreme-court-nominees-confirmed-opposite-party-se/
Beto O'Rourke,"""Right now, in the average Texas fourth grade classroom, 7 out of 10 kids cannot read at grade level.""","stated on November 19, 2021 in a rally:",https://www.politifact.com/factchecks/2022/jan/28/beto-orourke/three-out-10-texas-fourth-graders-read-or-above-pr/
Liz Mathis,“Ashley Hinson voted against the bipartisan infrastructure bill that made this money (for Iowa's locks and dams) possible. Once again she’s taking credit for work she didn’t do.”,"stated on January 21, 2022 in a tweet:",https://www.politifact.com/factchecks/2022/jan/21/liz-mathis/hinson-joined-letter-iowa-lock-and-dam-money-she-d/
Facebook posts,"Omicron is “the fastest-spreading virus known to humankind.""","stated on January 5, 2022 in a video on Facebook:",https://www.politifact.com/factchecks/2022/jan/20/facebook-posts/omicron-variant-fastest-spreading-virus-it-depends/
Ralph Northam,"“We’ve brought in more than $81 billion in economic investment, more than four times any previous administration.”","stated on January 12, 2022 in a speech.:",https://www.politifact.com/factchecks/2022/jan/14/ralph-northam/northams-economic-development-claim-largely-holds/
Beto O'Rourke,"""Expanding Medicaid, which if we had done at the beginning of the Abbott administration, would have brought in $100 billion to this state's economy.""","stated on November 19, 2021 in a rally:",https://www.politifact.com/factchecks/2022/jan/10/beto-orourke/economic-impact-medicaid-expansion-may-be-more-100/
Lee Zeldin,"“Voter ID is supported by an overwhelming majority of NYers, from all across the state, walks of life, & political parties.”","stated on December 8, 2021 in a Tweet:",https://www.politifact.com/factchecks/2021/dec/18/lee-zeldin/poll-shows-support-voter-id-details-unclear/
John McGuire,“Overdoses in Virginia (are) up 35%.”,"stated on December 3, 2021 in a radio interview.:",https://www.politifact.com/factchecks/2021/dec/14/john-mcguire/overdose-deaths-35-virginia/
Robert Reich,"“Norway spends about $30,000 per child on early childhood care, Finland spends $23,000, Germany $18,000” and the U.S. $500.","stated on November 24, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/dec/11/robert-reich/fact-checking-how-much-governments-us-other-nation/
Amy Klobuchar,"""Over time there have been 160-some carve-outs to the filibuster.""","stated on December 5, 2021 in an interview on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2021/dec/09/amy-klobuchar/how-unusual-would-it-be-create-filibuster-carve-ou/
Joe Biden,"“Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year.”","stated on December 3, 2021 in remarks from the White House:",https://www.politifact.com/factchecks/2021/dec/07/joe-biden/do-us-families-have-more-money-their-pockets-now-d/
Tammy Baldwin,"“Within two years, there were two 500-year (storm) events” in Wisconsin.","stated on November 6, 2021 in Panel discussion:",https://www.politifact.com/factchecks/2021/nov/30/tammy-baldwin/wisconsin-has-seen-more-two-500-year-storm-events-/
Colin Allred,"""You've had over 2 million women drop out of the workforce during this pandemic.""","stated on October 25, 2021 in in a TV interview:",https://www.politifact.com/factchecks/2021/nov/23/colin-allred/says-over-two-million-women-dropped-out-workforce-/
Meagan Wolfe,"""Only a court can decide that somebody is incompetent to vote"" -- the state Election Commission ""cannot force facilities, private facilities, to allow special voting deputies"" inside.","stated on November 5, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/nov/18/meagan-wolfe/elections-administrator-right-who-can-decide-when-/
Gwen Moore,"“If you’re a low-wage worker and you’re single and don’t have children, we’re literally taxing you into poverty.""","stated on October 30, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/nov/11/gwen-moore/yes-it-possible-low-wage-workers-be-taxed-poverty/
Viral image,"""The 550 U.S. billionaires together are worth $2.5 trillion. If we confiscated 100% of their wealth, we'd raise enough to run the federal government for less than eight months.""","stated on October 23, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2021/nov/02/viral-image/confiscating-us-billionaires-wealth-would-run-us-g/
Thom Tillis,"""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation.""","stated on October 26, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/29/thom-tillis/tillis-gas-prices-more-north-carolina-any-other-st/
Ben Wikler,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""","stated on September 23, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/oct/26/ben-wikler/yes-foxconn-deal-was-largest-government-incentive-/
Chuck Grassley,"""Welcome 2 Pres Biden’s America where inflation is costing households an extra $175 a month.”","stated on October 19, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/21/chuck-grassley/inflation-costs-consumers-are-real-explanation/
Joe Biden,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”,"stated on October 6, 2021 in remarks at the White House:",https://www.politifact.com/factchecks/2021/oct/13/joe-biden/joe-biden-right-debt-limit-increase-has-nothing-do/
Patrick Testin,"""The vast majority of the (refugees) coming into Fort McCoy are not the SIVs"" and some have ""no documentation at all.""","stated on August 29, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/oct/13/patrick-testin/most-afghan-refugees-fort-mccoy-are-not-special-vi/
Joe Biden,"""Thirty years ago, the United States ranked sixth among advanced economies in the share of women in the workforce. You know where we are today? Twenty-three.”","stated on October 5, 2021 in a speech in Howell, Mich.:",https://www.politifact.com/factchecks/2021/oct/08/joe-biden/joe-biden-largely-right-share-us-women-workforce-n/
Anthony Fauci,“There are precious few religions that actually say you cannot” get vaccinated.,"stated on October 3, 2021 in an interview on CNN:",https://www.politifact.com/factchecks/2021/oct/06/anthony-fauci/few-religions-ban-vaccination-counts-little-religi/
Shelley Moore Capito,"“In West Virginia, a gallon of gas is nearly one dollar more than it was a year ago, and we’re paying about 30 cents more for a gallon of milk than we did at this time last year.”","stated on August 12, 2021 in an op-ed:",https://www.politifact.com/factchecks/2021/oct/05/shelley-moore-capito/how-much-have-wva-gas-and-milk-prices-increased-ye/
Cori Bush,"“Approximately 60,000 Canadians currently live undocumented in the USA.”","stated on September 23, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/04/cori-bush/fact-check-how-many-undocumented-canadians-live-us/
Alberta Darling,“Wisconsin Governor (Tony) Evers wanted to raise your taxes by $1 billion in a pandemic. Republicans stopped him and delivered the largest tax CUT in state history.”,"stated on August 25, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/sep/24/alberta-darling/yes-republicans-curbed-evers-plan-raise-taxes-1-bi/
Ron DeSantis,People who “have recovered (from COVID-19) have very strong immunity.”,"stated on September 13, 2021 in remarks at an event in Gainesville, Fla.:",https://www.politifact.com/factchecks/2021/sep/15/ron-desantis/fact-checking-desantis-covid-19-natural-immunity/
Facebook posts,“Ivermectin has been FDA approved for human use since 1996.”,"stated on September 4, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/sep/15/facebook-posts/ivermectin-was-approved-fda-treat-some-diseases-no/
Eric Toney,"""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases.""","stated on August 22, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/sep/13/eric-toney/atty-gen-candidate-says-hes-only-front-line-prosec/
Byron Brown,"Before 2020, “crime had been falling, every year, year after year, in the city of Buffalo.”","stated on August 23, 2021 in an interview:",https://www.politifact.com/factchecks/2021/sep/11/byron-brown/buffalo-crime-has-fallen-during-browns-tenure-thou/
Joe Biden,"Women are ""disproportionately impacted by voter ID laws — especially married women who change their names, or those whose IDs do not accurately reflect their gender.""","stated on August 26, 2021 in a proclamation:",https://www.politifact.com/factchecks/2021/sep/07/joe-biden/are-women-disproportionately-impacted-voter-id-law/
Ralph Northam,The Virginia Employment Commission is sixth in the nation for getting benefits to eligible people quickly…”,"stated on August 18, 2021 in a speech.:",https://www.politifact.com/factchecks/2021/sep/07/ralph-northam/virginia-6th-getting-unemployment-checks-out-fast-/
Pramila Jayapal,"“The average hospital stay for a case of COVID-19 costs about $17,064. The vaccine is free.”","stated on August 30, 2021 in an Instagram post:",https://www.politifact.com/factchecks/2021/sep/02/pramila-jayapal/whats-average-cost-covid-19-hospital-stay/
Roy Cooper,"“North Carolina during this pandemic had among the lowest COVID-related deaths, as well as job losses per capita.”","stated on August 4, 2021 in a press conference:",https://www.politifact.com/factchecks/2021/aug/20/roy-cooper/how-do-covid-19-deaths-job-losses-nc-compare-other/
Facebook posts,"""100 Sailors at sea. All vaxxed. All with COVID (seven) weeks following deployment.""","stated on August 12, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/aug/19/facebook-posts/facebook-post-omits-context-about-covid-outbreak-a/
Instagram posts,"The man next to Mike Pompeo in a November 2020 photo “is the guy the Trump administration helped get out of jail in 2018 and who is now the 'president' of Afghanistan.""","stated on August 17, 2021 in on social media:",https://www.politifact.com/factchecks/2021/aug/18/instagram-posts/posts-correct-about-trump-administrations-role-rel/
Glenn Youngkin,"“We watched Terry McAuliffe, when he was governor, lower the (accreditation) standards in our schools...”","stated on August 6, 2021 in a radio interview.:",https://www.politifact.com/factchecks/2021/aug/18/glenn-youngkin/mcauliffe-helped-ease-school-accreditation-standar/
Elise Stefanik,"Every time outgoing New York Gov. Andrew Cuomo “says the firearm industry ‘is immune from lawsuits,’ it's false.”","stated on July 6, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/aug/13/elise-stefanik/refereeing-andrew-cuomo-elise-stefanik-firearm-ind/
J.D. Scholten,"“By 2040, 70% of the population is expected to live in just 15 states.”","stated on July 21, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/aug/06/jd-scholten/about-70-percent-us-residents-expected-live-15-lar/
Joe Biden,"When Terry McAuliffe was governor, “Unemployment went down in every single county, including rural Virginia by nearly 50%.","stated on July 23, 2021 in a speech.:",https://www.politifact.com/factchecks/2021/jul/30/joe-biden/bidens-claim-about-virginia-unemployment-largely-h/
Viral image,“George Washington mandated smallpox vaccines for the Continental Army.”,"stated on July 29, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jul/30/viral-image/yes-george-washington-ordered-troops-be-inoculated/
Joe Biden,"“Ten thousand people have recently died. 9,950 of them, thereabouts, are people who hadn’t been vaccinated.""","stated on July 21, 2021 in a CNN town hall:",https://www.politifact.com/factchecks/2021/jul/22/joe-biden/fact-checking-joe-bidens-figure-unvaccinated-covid/
Joe Biden,"""In 2020, more people voted in America than ever in the history of America, in the middle of a once-in-a-century pandemic.""","stated on July 13, 2021 in a speech in Philadelphia:",https://www.politifact.com/factchecks/2021/jul/13/joe-biden/fact-checking-joe-biden-voter-turnout-2020/
Glenn Youngkin,"“Over the last few years, more Virginians are moving away from Virginia than are moving to Virginia from the other 49 states.”","stated on May 21, 2021 in a radio interview.:",https://www.politifact.com/factchecks/2021/jun/17/glenn-youngkin/are-more-people-leaving-virginia-other-states-movi/
Kedron Bardwell,"""These 2 Ankeny moms standing next to the Governor are known Qanon and anti-vaxx conspiracy theorists.""","stated on May 20, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jun/11/kedron-bardwell/iowa-moms-governor-have-qanon-ties-shared-anti-vax/
Kamala Harris,"""Sadly during the course of the pandemic one-third of our small businesses have closed.""","stated on June 1, 2021 in an interview on MSNBC:",https://www.politifact.com/factchecks/2021/jun/07/kamala-harris/kamala-harris-claimed-one-third-small-businesses-c/
Clarence McNeill,The use and possession of marijuana on U.S. college campuses “remains prohibited under federal law”,"stated on April 7, 2021 in an email to students:",https://www.politifact.com/factchecks/2021/jun/07/clarence-mcneill/federal-law-still-prohibits-marijuana-use-includin/
Don Huffines,"""Texans have some of the highest property taxes in the nation”","stated on May 10, 2021 in campaign material:",https://www.politifact.com/factchecks/2021/jun/04/don-huffines/texas-has-some-highest-property-taxes-nation/
Facebook posts,The New York Times published an old stock photo of a young girl and claimed Israeli forces killed her during its recent war with Hamas.,"stated on May 29, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/jun/03/facebook-posts/fact-checking-claim-new-york-times-used-wrong-phot/
Kamala Harris,The Biden administration’s American Jobs Plan will be “the biggest non-defense investment in research and development in the history of our country.”,"stated on May 5, 2021 in Statement:",https://www.politifact.com/factchecks/2021/may/28/kamala-harris/harris-right-american-jobs-plan-being-largest-incr/
Wisconsin Assembly GOP,“Republicans on the Joint Finance Committee removed more than $8 billion in spending increases from Gov. Evers' budget proposal.”,"stated on May 7, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/may/18/wisconsin-assembly-gop/assembly-gop-touts-taking-spending-out-budget-it-a/
Tony Evers,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”,"stated on April 14, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/may/12/tony-evers/legal-marijuana-revenue-projections-valid-skew-ove/
Joe Biden,"After the American Rescue Plan’s food and nutrition assistance, “hunger is already sharply down in the United States.”","stated on May 5, 2021 in remarks:",https://www.politifact.com/factchecks/2021/may/10/joe-biden/fact-checking-bidens-claim-about-hunger-sharply-dr/
Tim Scott,Says Democrats blocked his efforts at police reform.,"stated on April 28, 2021 in a GOP response to President Joe Biden's speech:",https://www.politifact.com/factchecks/2021/apr/30/tim-scott/sen-tim-scott-says-democrats-blocked-his-police-re/
Jill Underly,"For mitigating COVID-19 spread, “masks (are) the number one way to do so.""","stated on April 11, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/apr/23/jill-underly/wisconsin-schools-leader-mark-claim-masks-are-fact/
Terry McAuliffe,"“I restored felons’ rights - 173,000 - more than any governor in the history of America.”","stated on April 6, 2021 in a debate.:",https://www.politifact.com/factchecks/2021/apr/19/terry-mcauliffe/mcauliffe-near-top-restoring-ex-felon-voting-right/
Shelley Moore Capito,"President Joe Biden’s American Relief Plan “has a lot of money in it for schools, but if you really look at it … it says that the school money is going to go out until the year 2028.”","stated on March 4, 2021 in a press conference:",https://www.politifact.com/factchecks/2021/apr/15/shelley-moore-capito/capito-correct-school-funding-bidens-relief-bill-e/
Joe Biden,"“A new, independent study put out last week found that at least 55 of our largest corporations used various loopholes to pay zero federal income tax in 2020.”","stated on April 7, 2021 in remarks at the White House:",https://www.politifact.com/factchecks/2021/apr/12/joe-biden/fact-checking-joe-biden-corporation-taxes/
Nicholas Langworthy,Residents of New York state “pay the highest taxes in the nation.”,"stated on March 17, 2021 in a mass email:",https://www.politifact.com/factchecks/2021/apr/12/nicholas-langworthy/does-new-york-state-have-highest-taxes-united-stat/
Pete Buttigieg,"President Joe Biden’s infrastructure proposal “is fully paid for. Across 15 years, it would raise all of the revenue needed for these once-in-a-lifetime investments.""","stated on April 4, 2021 in an interview on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2021/apr/07/pete-buttigieg/joe-bidens-infrastructure-bill-fully-paid/
Rick Gundrum,"Says Gov. Tony Evers’ 2021-22 state budget ""increases taxes $1 billion +""","stated on March 29, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/apr/06/rick-gundrum/yes-evers-budget-increases-wisconsin-taxes-more-1-/
Roy Cooper,“People don’t pretend to be someone else to go in and vote. You just don’t see that kind of fraud.”,"stated on March 26, 2021 in an interview with CNN's Jake Tapper:",https://www.politifact.com/factchecks/2021/apr/05/roy-cooper/voter-impersonation-rare-north-carolinas-cooper-sa/
Viral image,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.,"stated on August 2, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/30/viral-image/yes-sen-cory-booker-proposed-federal-gun-licenses-/
Alex Padilla,"“In a majority of states, new voters are able to obtain a rifle quicker than they’re able to cast their first ballot.”","stated on March 22, 2021 in remarks in a Senate hearing:",https://www.politifact.com/factchecks/2021/mar/29/alex-padilla/it-easier-obtain-rifle-register-vote-alex-padilla-/
Julian Bradley,"The latest stimulus package ""sends stimulus checks to imprisoned murderers, rapists, and child molesters.”","stated on March 15, 2021 in news article:",https://www.politifact.com/factchecks/2021/mar/26/julian-bradley/yes-wisconsin-inmates-are-eligible-stimulus-checks/
Kirsten Gillibrand,“We had the highest number of (military) sexual assaults ever reported in the last year” and “we had the lowest conviction rate and the lowest prosecution rate.”,"stated on February 23, 2021 in an interview with WNYC:",https://www.politifact.com/factchecks/2021/mar/25/kirsten-gillibrand/fact-checking-kirsten-gillibrand-military-sexual-a/
Tom Nelson,"“Right now, two-thirds of the U.S. Senate is composed of millionaires.”","stated on March 7, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/mar/25/tom-nelson/democrat-tom-nelson-right-claim-two-thirds-us-sena/
Viral image,These 11 mass shootings involved an AR-15-style weapon.,"stated on March 22, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/mar/24/viral-image/ar-15-style-weapons-were-used-10-major-shootings/
Nicole Malliotakis,"""If you are a hard-working law-abiding citizen who earns $80,000, you don’t get a stimulus check. But if you are a convicted murderer or rapist sitting in jail, you do.""","stated on March 8, 2021 in a Tweet:",https://www.politifact.com/factchecks/2021/mar/19/nicole-malliotakis/malliotakis-makes-mostly-accurate-claim-about-stim/
Ron DeSantis,"""When I became governor, we banned sanctuary cities and we also did E-Verify.""","stated on March 13, 2021 in in an interview on Fox News:",https://www.politifact.com/factchecks/2021/mar/19/ron-desantis/fact-checking-desantis-sanctuary-cities-e-verify-l/
Veronica Escobar,"""We saw the increases (of unaccompanied minors at the southern U.S. border) dating back almost a year.""","stated on March 14, 2021 in a CNN interview:",https://www.politifact.com/factchecks/2021/mar/17/veronica-escobar/did-increase-children-arriving-border-start-under-/
Kayleigh McEnany,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!""","stated on March 8, 2021 in a Facebook post and tweet:",https://www.politifact.com/factchecks/2021/mar/11/kayleigh-mcenany/border-apprehensions-then-and-now-fact-checking-mc/
Tom Cotton,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,"stated on March 6, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/mar/09/tom-cotton/yes-democrats-voted-send-stimulus-checks-prisoners/
Facebook posts,"In Aberdeen, Miss., “Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.”","stated on March 3, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/05/facebook-posts/judge-did-order-new-election-small-miss-city-after/
Facebook posts,Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”,"stated on February 22, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/02/facebook-posts/fact-checking-claims-al-gore-said-all-arctic-ice-w/
Stand for America,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,"stated on February 24, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/feb/26/stand-america/fact-checking-whether-democrats-wish-list-19-trill/
Mitch McConnell,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”","stated on February 24, 2021 in a Senate floor speech:",https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/
Ron Johnson,"The shutdown of the Keystone Pipeline project will mean “nearly 2,000 (union jobs lost) with Wisconsin companies”","stated on January 21, 2021 in Facebook post:",https://www.politifact.com/factchecks/2021/feb/26/ron-johnson/johnson-target-keystone-pipeline-job-loss-claim/
Viral image,“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,"stated on February 19, 2021 in on social media:",https://www.politifact.com/factchecks/2021/feb/23/viral-image/vacccines-are-up-cases-are-down-facebook-post/
Alma Adams,“Almost 40% of borrowers with student loan debt didn't finish their degree.”,"stated on February 9, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/12/alma-adams/democrats-say-40-people-college-debt-didnt-get-deg/
Andrew Cuomo,“No state gets back less from Washington than New York state.”,"stated on January 14, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/11/andrew-cuomo/does-new-york-get-less-federal-government-any-stat/
Andrew Cuomo,“But we’re below the national average in number of deaths in nursing homes.”,"stated on January 29, 2021 in a news conference:",https://www.politifact.com/factchecks/2021/feb/09/andrew-cuomo/cuomos-claim-about-new-yorks-below-average-nursing/
Richard Durbin,"“More than 200,000 DACA recipients are essential infrastructure workers” including “41,700 DACA recipients in the healthcare industry”","stated on February 4, 2021 in a Senate speech:",https://www.politifact.com/factchecks/2021/feb/09/richard-durbin/how-many-daca-recipients-are-essential-workers-ami/
Stefan Mychajliw,"""The (Erie Co., N.Y.) health commissioner makes more than the governor, the vice president of the United States, and has a salary that is comparable to Dr. Anthony Fauci.”","stated on January 29, 2021 in a press release:",https://www.politifact.com/factchecks/2021/feb/05/stefan-mychajliw/erie-countys-health-commissioner-paid-roughly-same/
Christina Blackcloud,"The school voucher bill the Iowa Legislature is considering would ""give your education tax dollars to corporations.""","stated on January 23, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/04/christina-blackcloud/iowa-school-choice-law-may-give-tax-dollars-corpor/
Joe Biden,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,"stated on January 27, 2021 in remarks when signing climate change executive orders:",https://www.politifact.com/factchecks/2021/jan/29/joe-biden/joe-biden-clean-energy-provide-84-new-electric-pow/
