x,y
-0.5604756465522126,-1.1278631372985763
-0.23017748948327998,-1.2558094654479117
1.558708314149124,-0.4365123828978243
0.07050839142457599,0.28145919441831024
0.12928773516094624,-1.2855229010742668
1.7150649868832812,1.1956908883171486
0.4609162059892024,-2.453965852239253
-1.2650612346065337,-1.1249047856905758
-0.686852851893526,-1.3162191851377696
-0.4456619700999581,-1.111736909322608
1.2240817974394618,-0.16993839963332885
0.3598138270573638,-1.4546502097005707
0.4007714505940521,-1.266447887692592
0.11068271594511968,-2.0869972374766625
-0.5558411347540749,-2.4508131952709764
1.7869131368030782,0.016230163154492383
0.49785047822923945,-0.43979189851574835
-1.9666171566296382,-1.9834393682589075
0.7013559015636854,0.1290993180084149
-0.47279140772793404,0.7097638896259271
-1.0678237059868452,-2.108637013046405
-0.21797491465829505,-3.530745185871578
-1.0260044483072397,-0.5923795484489172
-0.72889122929114,-2.168864075432064
-0.6250392678492569,-2.099276915285112
-1.6866933107424134,-0.8804277131092659
0.8377870444945247,-1.0143642443165604
0.15337311783651522,-2.2692458393427195
-1.1381369370119476,-1.4690683328984175
1.2538149210699268,-0.6746136092204589
0.42646422147681357,-0.9155034868919181
-0.2950714829922712,-0.872222909948068
0.8951256610450224,-1.0735314737454291
0.8781334875330422,-0.06641324629076928
0.8215810816374872,-0.9576297777756817
0.688640254100091,-0.4673116776736608
0.5539176535375888,0.23496463969786419
-0.06191171057672168,-0.7136693662949494
-0.30596266373991676,-1.5885101868340281
-0.3804710010123826,-0.14849186802067638
-0.6947069789205127,-0.4502295962148395
-0.20791727801959878,-0.6684924920490634
-1.2653963515682645,-1.47094296471937
2.1689559653385126,-0.7371725961916246
1.2079619983049905,0.8035627397401328
-1.1231085832033496,-2.2436281869198877
-0.402884835299076,0.879588659767208
-0.46665535362321875,0.19514923139676932
0.7799651183363179,-0.9922366139557529
-0.08336906647182925,-2.185270885282653
